Domain,Area,Element,Item,Year,Unit,Value
"Forestry Production and Trade","Europe","Production","Pulp for paper","2010","tonnes","46959133"
"Forestry Production and Trade","Europe","Production","Pulp for paper","2011","tonnes","47666734"
"Forestry Production and Trade","Europe","Production","Pulp for paper","2012","tonnes","46759522"
"Forestry Production and Trade","Europe","Production","Pulp for paper","2013","tonnes","46024719"
"Forestry Production and Trade","Europe","Production","Pulp for paper","2014","tonnes","45119383"
"Forestry Production and Trade","Europe","Production","Pulp for paper","2015","tonnes","45377542"
"Forestry Production and Trade","Europe","Production","Pulp for paper","2016","tonnes","46945829"
"Forestry Production and Trade","Europe","Production","Pulp for paper","2017","tonnes","47401995"
"Forestry Production and Trade","Europe","Production","Pulp for paper","2018","tonnes","48356482"
"Forestry Production and Trade","Europe","Production","Pulp for paper","2019","tonnes","47285513"
"Forestry Production and Trade","Europe","Production","Pulp for paper","2020","tonnes","46591031"
"Forestry Production and Trade","Europe","Production","Wood pulp","1961","tonnes","21678200"
"Forestry Production and Trade","Europe","Production","Wood pulp","1962","tonnes","21912700"
"Forestry Production and Trade","Europe","Production","Wood pulp","1963","tonnes","23376000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1964","tonnes","24788300"
"Forestry Production and Trade","Europe","Production","Wood pulp","1965","tonnes","26148100"
"Forestry Production and Trade","Europe","Production","Wood pulp","1966","tonnes","27169200"
"Forestry Production and Trade","Europe","Production","Wood pulp","1967","tonnes","28226200"
"Forestry Production and Trade","Europe","Production","Wood pulp","1968","tonnes","29750700"
"Forestry Production and Trade","Europe","Production","Wood pulp","1969","tonnes","31804900"
"Forestry Production and Trade","Europe","Production","Wood pulp","1970","tonnes","33763800"
"Forestry Production and Trade","Europe","Production","Wood pulp","1971","tonnes","33268500"
"Forestry Production and Trade","Europe","Production","Wood pulp","1972","tonnes","34960900"
"Forestry Production and Trade","Europe","Production","Wood pulp","1973","tonnes","37310100"
"Forestry Production and Trade","Europe","Production","Wood pulp","1974","tonnes","38734800"
"Forestry Production and Trade","Europe","Production","Wood pulp","1975","tonnes","34717400"
"Forestry Production and Trade","Europe","Production","Wood pulp","1976","tonnes","36169000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1977","tonnes","35774000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1978","tonnes","37782000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1979","tonnes","38900600"
"Forestry Production and Trade","Europe","Production","Wood pulp","1980","tonnes","38923000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1981","tonnes","39023000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1982","tonnes","37773100"
"Forestry Production and Trade","Europe","Production","Wood pulp","1983","tonnes","40469400"
"Forestry Production and Trade","Europe","Production","Wood pulp","1984","tonnes","43323000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1985","tonnes","43485000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1986","tonnes","44564000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1987","tonnes","46002000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1988","tonnes","47749500"
"Forestry Production and Trade","Europe","Production","Wood pulp","1989","tonnes","49405500"
"Forestry Production and Trade","Europe","Production","Wood pulp","1990","tonnes","47296500"
"Forestry Production and Trade","Europe","Production","Wood pulp","1991","tonnes","44378500"
"Forestry Production and Trade","Europe","Production","Wood pulp","1992","tonnes","41430000"
"Forestry Production and Trade","Europe","Production","Wood pulp","1993","tonnes","40203200"
"Forestry Production and Trade","Europe","Production","Wood pulp","1994","tonnes","40591500"
"Forestry Production and Trade","Europe","Production","Wood pulp","1995","tonnes","42458400"
"Forestry Production and Trade","Europe","Production","Wood pulp","1996","tonnes","39356300"
"Forestry Production and Trade","Europe","Production","Wood pulp","1997","tonnes","42209500"
"Forestry Production and Trade","Europe","Production","Wood pulp","1998","tonnes","42730013"
"Forestry Production and Trade","Europe","Production","Wood pulp","1999","tonnes","43868486"
"Forestry Production and Trade","Europe","Production","Wood pulp","2000","tonnes","46890600"
"Forestry Production and Trade","Europe","Production","Wood pulp","2001","tonnes","45537510"
"Forestry Production and Trade","Europe","Production","Wood pulp","2002","tonnes","46849958"
"Forestry Production and Trade","Europe","Production","Wood pulp","2003","tonnes","48367103"
"Forestry Production and Trade","Europe","Production","Wood pulp","2004","tonnes","50034957"
"Forestry Production and Trade","Europe","Production","Wood pulp","2005","tonnes","48982062"
"Forestry Production and Trade","Europe","Production","Wood pulp","2006","tonnes","51443234"
"Forestry Production and Trade","Europe","Production","Wood pulp","2007","tonnes","51269596"
"Forestry Production and Trade","Europe","Production","Wood pulp","2008","tonnes","49058319"
"Forestry Production and Trade","Europe","Production","Wood pulp","2009","tonnes","43423479"
"Forestry Production and Trade","Europe","Production","Wood pulp","2010","tonnes","46406776"
"Forestry Production and Trade","Europe","Production","Wood pulp","2011","tonnes","47189415"
"Forestry Production and Trade","Europe","Production","Wood pulp","2012","tonnes","46671188"
"Forestry Production and Trade","Europe","Production","Wood pulp","2013","tonnes","45787960"
"Forestry Production and Trade","Europe","Production","Wood pulp","2014","tonnes","45599417"
"Forestry Production and Trade","Europe","Production","Wood pulp","2015","tonnes","45868368"
"Forestry Production and Trade","Europe","Production","Wood pulp","2016","tonnes","47728457"
"Forestry Production and Trade","Europe","Production","Wood pulp","2017","tonnes","48482802"
"Forestry Production and Trade","Europe","Production","Wood pulp","2018","tonnes","49365798"
"Forestry Production and Trade","Europe","Production","Wood pulp","2019","tonnes","48352188"
"Forestry Production and Trade","Europe","Production","Wood pulp","2020","tonnes","47619646"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1961","tonnes","26701400"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1962","tonnes","27604800"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1963","tonnes","29483200"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1964","tonnes","30933200"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1965","tonnes","32928000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1966","tonnes","35179000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1967","tonnes","36565900"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1968","tonnes","39465800"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1969","tonnes","42601100"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1970","tonnes","44718300"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1971","tonnes","44817200"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1972","tonnes","47498800"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1973","tonnes","51449900"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1974","tonnes","53184100"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1975","tonnes","43383300"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1976","tonnes","51825100"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1977","tonnes","52764400"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1978","tonnes","55070100"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1979","tonnes","57552300"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1980","tonnes","57882800"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1981","tonnes","58004000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1982","tonnes","56993400"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1983","tonnes","59607000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1984","tonnes","64363000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1985","tonnes","64795000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1986","tonnes","66989000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1987","tonnes","69949000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1988","tonnes","74542000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1989","tonnes","76365000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1990","tonnes","77486500"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1991","tonnes","77131500"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1992","tonnes","75011390"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1993","tonnes","75572190"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1994","tonnes","80524100"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1995","tonnes","82270000"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1996","tonnes","81609390"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1997","tonnes","88417500"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1998","tonnes","90829201"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","1999","tonnes","94739802"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2000","tonnes","100174982"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2001","tonnes","99035957"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2002","tonnes","102166052"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2003","tonnes","104857020"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2004","tonnes","109824612"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2005","tonnes","110863147"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2006","tonnes","114595246"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2007","tonnes","114977340"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2008","tonnes","111312444"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2009","tonnes","100985611"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2010","tonnes","106249901"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2011","tonnes","107249636"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2012","tonnes","105375308"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2013","tonnes","104543523"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2014","tonnes","104225355"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2015","tonnes","103898242"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2016","tonnes","104231905"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2017","tonnes","105729344"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2018","tonnes","106104544"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2019","tonnes","103550695"
"Forestry Production and Trade","Europe","Production","Paper and paperboard","2020","tonnes","99199043"
"Forestry Production and Trade","Europe","Production","Graphic papers","1961","tonnes","10825800"
"Forestry Production and Trade","Europe","Production","Graphic papers","1962","tonnes","11007000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1963","tonnes","11581000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1964","tonnes","12505500"
"Forestry Production and Trade","Europe","Production","Graphic papers","1965","tonnes","13208300"
"Forestry Production and Trade","Europe","Production","Graphic papers","1966","tonnes","14321600"
"Forestry Production and Trade","Europe","Production","Graphic papers","1967","tonnes","14823700"
"Forestry Production and Trade","Europe","Production","Graphic papers","1968","tonnes","16045300"
"Forestry Production and Trade","Europe","Production","Graphic papers","1969","tonnes","17375700"
"Forestry Production and Trade","Europe","Production","Graphic papers","1970","tonnes","18224900"
"Forestry Production and Trade","Europe","Production","Graphic papers","1971","tonnes","18011800"
"Forestry Production and Trade","Europe","Production","Graphic papers","1972","tonnes","19155600"
"Forestry Production and Trade","Europe","Production","Graphic papers","1973","tonnes","20585900"
"Forestry Production and Trade","Europe","Production","Graphic papers","1974","tonnes","21181000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1975","tonnes","17617600"
"Forestry Production and Trade","Europe","Production","Graphic papers","1976","tonnes","19663000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1977","tonnes","20385300"
"Forestry Production and Trade","Europe","Production","Graphic papers","1978","tonnes","22311100"
"Forestry Production and Trade","Europe","Production","Graphic papers","1979","tonnes","23636000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1980","tonnes","23936000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1981","tonnes","24134000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1982","tonnes","23404000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1983","tonnes","24742000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1984","tonnes","27703000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1985","tonnes","27834000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1986","tonnes","29050000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1987","tonnes","30859000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1988","tonnes","33082000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1989","tonnes","34426000"
"Forestry Production and Trade","Europe","Production","Graphic papers","1990","tonnes","35295500"
"Forestry Production and Trade","Europe","Production","Graphic papers","1991","tonnes","35117500"
"Forestry Production and Trade","Europe","Production","Graphic papers","1992","tonnes","34996290"
"Forestry Production and Trade","Europe","Production","Graphic papers","1993","tonnes","35997790"
"Forestry Production and Trade","Europe","Production","Graphic papers","1994","tonnes","39418800"
"Forestry Production and Trade","Europe","Production","Graphic papers","1995","tonnes","40504100"
"Forestry Production and Trade","Europe","Production","Graphic papers","1996","tonnes","39892690"
"Forestry Production and Trade","Europe","Production","Graphic papers","1997","tonnes","43824600"
"Forestry Production and Trade","Europe","Production","Graphic papers","1998","tonnes","44951182"
"Forestry Production and Trade","Europe","Production","Graphic papers","1999","tonnes","46820593"
"Forestry Production and Trade","Europe","Production","Graphic papers","2000","tonnes","49320758"
"Forestry Production and Trade","Europe","Production","Graphic papers","2001","tonnes","47740917"
"Forestry Production and Trade","Europe","Production","Graphic papers","2002","tonnes","47918216"
"Forestry Production and Trade","Europe","Production","Graphic papers","2003","tonnes","49972046"
"Forestry Production and Trade","Europe","Production","Graphic papers","2004","tonnes","53235308"
"Forestry Production and Trade","Europe","Production","Graphic papers","2005","tonnes","52567256"
"Forestry Production and Trade","Europe","Production","Graphic papers","2006","tonnes","53524569"
"Forestry Production and Trade","Europe","Production","Graphic papers","2007","tonnes","53164478"
"Forestry Production and Trade","Europe","Production","Graphic papers","2008","tonnes","51110074"
"Forestry Production and Trade","Europe","Production","Graphic papers","2009","tonnes","44095503"
"Forestry Production and Trade","Europe","Production","Graphic papers","2010","tonnes","46753518"
"Forestry Production and Trade","Europe","Production","Graphic papers","2011","tonnes","46047522"
"Forestry Production and Trade","Europe","Production","Graphic papers","2012","tonnes","43933618"
"Forestry Production and Trade","Europe","Production","Graphic papers","2013","tonnes","41460534"
"Forestry Production and Trade","Europe","Production","Graphic papers","2014","tonnes","40865613"
"Forestry Production and Trade","Europe","Production","Graphic papers","2015","tonnes","38844738"
"Forestry Production and Trade","Europe","Production","Graphic papers","2016","tonnes","37520981"
"Forestry Production and Trade","Europe","Production","Graphic papers","2017","tonnes","36884979"
"Forestry Production and Trade","Europe","Production","Graphic papers","2018","tonnes","35703463"
"Forestry Production and Trade","Europe","Production","Graphic papers","2019","tonnes","33117081"
"Forestry Production and Trade","Europe","Production","Graphic papers","2020","tonnes","27796641"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","1998","tonnes","36148308"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","1999","tonnes","37482709"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2000","tonnes","40367697"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2001","tonnes","40296310"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2002","tonnes","42353333"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2003","tonnes","43124557"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2004","tonnes","44363614"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2005","tonnes","45537929"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2006","tonnes","48003714"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2007","tonnes","48285138"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2008","tonnes","47021017"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2009","tonnes","44430715"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2010","tonnes","47364810"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2011","tonnes","48381016"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2012","tonnes","48775981"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2013","tonnes","50763158"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2014","tonnes","51496666"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2015","tonnes","53176404"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2016","tonnes","54477601"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2017","tonnes","55785486"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2018","tonnes","57923537"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2019","tonnes","58042518"
"Forestry Production and Trade","Europe","Production","Packaging paper and paperboard","2020","tonnes","59000205"
"Forestry Production and Trade","Oceania","Production","Roundwood","1961","m3","23350121"
"Forestry Production and Trade","Oceania","Production","Roundwood","1962","m3","22513591"
"Forestry Production and Trade","Oceania","Production","Roundwood","1963","m3","23436163"
"Forestry Production and Trade","Oceania","Production","Roundwood","1964","m3","24669837"
"Forestry Production and Trade","Oceania","Production","Roundwood","1965","m3","24913014"
"Forestry Production and Trade","Oceania","Production","Roundwood","1966","m3","25135995"
"Forestry Production and Trade","Oceania","Production","Roundwood","1967","m3","25455767"
"Forestry Production and Trade","Oceania","Production","Roundwood","1968","m3","26391765"
"Forestry Production and Trade","Oceania","Production","Roundwood","1969","m3","27348930"
"Forestry Production and Trade","Oceania","Production","Roundwood","1970","m3","27878449"
"Forestry Production and Trade","Oceania","Production","Roundwood","1971","m3","28635522"
"Forestry Production and Trade","Oceania","Production","Roundwood","1972","m3","28760946"
"Forestry Production and Trade","Oceania","Production","Roundwood","1973","m3","30718140"
"Forestry Production and Trade","Oceania","Production","Roundwood","1974","m3","29330999"
"Forestry Production and Trade","Oceania","Production","Roundwood","1975","m3","31075962"
"Forestry Production and Trade","Oceania","Production","Roundwood","1976","m3","32526733"
"Forestry Production and Trade","Oceania","Production","Roundwood","1977","m3","33269554"
"Forestry Production and Trade","Oceania","Production","Roundwood","1978","m3","33022068"
"Forestry Production and Trade","Oceania","Production","Roundwood","1979","m3","32596237"
"Forestry Production and Trade","Oceania","Production","Roundwood","1980","m3","36385762"
"Forestry Production and Trade","Oceania","Production","Roundwood","1981","m3","37027561"
"Forestry Production and Trade","Oceania","Production","Roundwood","1982","m3","35509186"
"Forestry Production and Trade","Oceania","Production","Roundwood","1983","m3","34348213"
"Forestry Production and Trade","Oceania","Production","Roundwood","1984","m3","35189545"
"Forestry Production and Trade","Oceania","Production","Roundwood","1985","m3","37606489"
"Forestry Production and Trade","Oceania","Production","Roundwood","1986","m3","38931992"
"Forestry Production and Trade","Oceania","Production","Roundwood","1987","m3","38501525"
"Forestry Production and Trade","Oceania","Production","Roundwood","1988","m3","39003874"
"Forestry Production and Trade","Oceania","Production","Roundwood","1989","m3","39838623"
"Forestry Production and Trade","Oceania","Production","Roundwood","1990","m3","43217781"
"Forestry Production and Trade","Oceania","Production","Roundwood","1991","m3","43401874"
"Forestry Production and Trade","Oceania","Production","Roundwood","1992","m3","44225549"
"Forestry Production and Trade","Oceania","Production","Roundwood","1993","m3","47127600"
"Forestry Production and Trade","Oceania","Production","Roundwood","1994","m3","50073362"
"Forestry Production and Trade","Oceania","Production","Roundwood","1995","m3","51414597"
"Forestry Production and Trade","Oceania","Production","Roundwood","1996","m3","51346258"
"Forestry Production and Trade","Oceania","Production","Roundwood","1997","m3","54093196"
"Forestry Production and Trade","Oceania","Production","Roundwood","1998","m3","53550200"
"Forestry Production and Trade","Oceania","Production","Roundwood","1999","m3","55570650"
"Forestry Production and Trade","Oceania","Production","Roundwood","2000","m3","59751256"
"Forestry Production and Trade","Oceania","Production","Roundwood","2001","m3","60556296"
"Forestry Production and Trade","Oceania","Production","Roundwood","2002","m3","60945041"
"Forestry Production and Trade","Oceania","Production","Roundwood","2003","m3","62438052"
"Forestry Production and Trade","Oceania","Production","Roundwood","2004","m3","61590934"
"Forestry Production and Trade","Oceania","Production","Roundwood","2005","m3","61210791"
"Forestry Production and Trade","Oceania","Production","Roundwood","2006","m3","61722896"
"Forestry Production and Trade","Oceania","Production","Roundwood","2007","m3","63557362"
"Forestry Production and Trade","Oceania","Production","Roundwood","2008","m3","63720186"
"Forestry Production and Trade","Oceania","Production","Roundwood","2009","m3","61737805"
"Forestry Production and Trade","Oceania","Production","Roundwood","2010","m3","67754098"
"Forestry Production and Trade","Oceania","Production","Roundwood","2011","m3","70384444"
"Forestry Production and Trade","Oceania","Production","Roundwood","2012","m3","68233882"
"Forestry Production and Trade","Oceania","Production","Roundwood","2013","m3","70045916"
"Forestry Production and Trade","Oceania","Production","Roundwood","2014","m3","72993175"
"Forestry Production and Trade","Oceania","Production","Roundwood","2015","m3","73879694"
"Forestry Production and Trade","Oceania","Production","Roundwood","2016","m3","76601650"
"Forestry Production and Trade","Oceania","Production","Roundwood","2017","m3","85744544"
"Forestry Production and Trade","Oceania","Production","Roundwood","2018","m3","87154633"
"Forestry Production and Trade","Oceania","Production","Roundwood","2019","m3","86813878"
"Forestry Production and Trade","Oceania","Production","Roundwood","2020","m3","86835991"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1961","m3","7502021"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1962","m3","7486491"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1963","m3","7418363"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1964","m3","7344237"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1965","m3","7328114"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1966","m3","7028995"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1967","m3","7253767"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1968","m3","7406765"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1969","m3","7515930"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1970","m3","7600449"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1971","m3","7706522"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1972","m3","7814946"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1973","m3","7659140"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1974","m3","7877999"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1975","m3","7996962"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1976","m3","8099733"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1977","m3","8243554"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1978","m3","8376368"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1979","m3","8307837"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1980","m3","8455162"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1981","m3","8647261"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1982","m3","7722486"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1983","m3","8134913"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1984","m3","8548145"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1985","m3","8246789"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1986","m3","8450592"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1987","m3","8675625"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1988","m3","8917474"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1989","m3","9168453"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1990","m3","9416091"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1991","m3","9657497"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1992","m3","9891606"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1993","m3","10122500"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1994","m3","10361862"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1995","m3","10614097"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1996","m3","10889937"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1997","m3","12778755"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1998","m3","12714063"
"Forestry Production and Trade","Oceania","Production","Wood fuel","1999","m3","12717240"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2000","m3","12664546"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2001","m3","12585786"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2002","m3","11411031"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2003","m3","11781279"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2004","m3","11492534"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2005","m3","11492791"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2006","m3","10934016"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2007","m3","11059645"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2008","m3","10939181"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2009","m3","10709800"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2010","m3","10736298"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2011","m3","10746644"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2012","m3","10630874"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2013","m3","10632116"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2014","m3","10633375"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2015","m3","9985930"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2016","m3","9934831"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2017","m3","10022650"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2018","m3","9982341"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2019","m3","9995703"
"Forestry Production and Trade","Oceania","Production","Wood fuel","2020","m3","10017816"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1961","m3","15848100"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1962","m3","15027100"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1963","m3","16017800"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1964","m3","17325600"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1965","m3","17584900"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1966","m3","18107000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1967","m3","18202000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1968","m3","18985000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1969","m3","19833000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1970","m3","20278000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1971","m3","20929000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1972","m3","20946000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1973","m3","23059000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1974","m3","21453000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1975","m3","23079000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1976","m3","24427000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1977","m3","25026000"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1978","m3","24645700"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1979","m3","24288400"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1980","m3","27930600"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1981","m3","28380300"
"Forestry Production and Trade","Oceania","Production","Industrial roundwood","1982","m3","27786700"
